Instructor	 Rate
	I01		 0%
	I02		 0%
	I03		 0%
	I04		 0%
	I06		 0%
	I07		 0%
	I08		 0%
	I10		 0%
	I11		 0%
	I12		 0%
	I14		 0.05%
	I15		 0.05%
	I16		 0.08%
	I17		 0.08%
	I18		 0.1%
	I19		 0.09%
	I20		 0.09%
	I21		 0.08%
	I22		 0.08%
	I23		 0.07%
	I24		 0.07%
	I25		 0.07%
	I26		 0.07%
	I27		 0.07%
	I28		 0.06%
